frame_index,timestamp,gesture,trial,elapsed,collector
4,2026-07-30T22:53:54.318142+00:00,t-arm,2,0.437,student03
5,2026-07-30T22:53:54.424513+00:00,t-arm,2,0.547,student03
6,2026-07-30T22:53:54.534528+00:00,t-arm,2,0.656,student03
7,2026-07-30T22:53:54.645051+00:00,t-arm,2,0.765,student03
8,2026-07-30T22:53:54.741929+00:00,t-arm,2,0.859,student03
9,2026-07-30T22:53:54.838092+00:00,t-arm,2,0.953,student03
10,2026-07-30T22:53:54.939416+00:00,t-arm,2,1.062,student03
11,2026-07-30T22:53:55.045336+00:00,t-arm,2,1.172,student03
12,2026-07-30T22:53:55.153795+00:00,t-arm,2,1.265,student03
13,2026-07-30T22:53:55.248518+00:00,t-arm,2,1.375,student03
14,2026-07-30T22:53:55.357849+00:00,t-arm,2,1.484,student03
15,2026-07-30T22:53:55.463890+00:00,t-arm,2,1.578,student03
16,2026-07-30T22:53:55.559466+00:00,t-arm,2,1.672,student03
17,2026-07-30T22:53:55.658404+00:00,t-arm,2,1.781,student03
18,2026-07-30T22:53:55.768311+00:00,t-arm,2,1.89,student03
0,2026-07-30T22:53:57.031985+00:00,t-arm,3,0.0,student03
1,2026-07-30T22:53:57.138312+00:00,t-arm,3,0.094,student03
2,2026-07-30T22:53:57.239631+00:00,t-arm,3,0.203,student03
3,2026-07-30T22:53:57.348639+00:00,t-arm,3,0.312,student03
4,2026-07-30T22:53:57.457214+00:00,t-arm,3,0.422,student03
5,2026-07-30T22:53:57.565142+00:00,t-arm,3,0.531,student03
6,2026-07-30T22:53:57.668991+00:00,t-arm,3,0.625,student03
7,2026-07-30T22:53:57.768542+00:00,t-arm,3,0.734,student03
8,2026-07-30T22:53:57.874447+00:00,t-arm,3,0.844,student03
9,2026-07-30T22:53:57.983826+00:00,t-arm,3,0.953,student03
10,2026-07-30T22:53:58.098169+00:00,t-arm,3,1.062,student03
11,2026-07-30T22:53:58.197439+00:00,t-arm,3,1.156,student03
12,2026-07-30T22:53:58.288795+00:00,t-arm,3,1.25,student03
13,2026-07-30T22:53:58.398415+00:00,t-arm,3,1.359,student03
14,2026-07-30T22:53:58.498920+00:00,t-arm,3,1.469,student03
15,2026-07-30T22:53:58.607238+00:00,t-arm,3,1.578,student03
16,2026-07-30T22:53:58.716080+00:00,t-arm,3,1.672,student03
17,2026-07-30T22:53:58.809570+00:00,t-arm,3,1.766,student03
18,2026-07-30T22:53:58.908690+00:00,t-arm,3,1.875,student03
19,2026-07-30T22:53:59.018475+00:00,t-arm,3,1.984,student03
0,2026-07-30T22:54:00.289380+00:00,t-arm,4,0.0,student03
1,2026-07-30T22:54:00.388144+00:00,t-arm,4,0.094,student03
2,2026-07-30T22:54:00.478920+00:00,t-arm,4,0.187,student03
3,2026-07-30T22:54:00.579404+00:00,t-arm,4,0.297,student03
4,2026-07-30T22:54:00.679905+00:00,t-arm,4,0.391,student03
5,2026-07-30T22:54:00.783010+00:00,t-arm,4,0.5,student03
6,2026-07-30T22:54:00.881806+00:00,t-arm,4,0.594,student03
7,2026-07-30T22:54:00.979030+00:00,t-arm,4,0.687,student03
8,2026-07-30T22:54:01.083625+00:00,t-arm,4,0.797,student03
9,2026-07-30T22:54:01.193169+00:00,t-arm,4,0.906,student03
10,2026-07-30T22:54:01.303437+00:00,t-arm,4,1.016,student03
11,2026-07-30T22:54:01.402662+00:00,t-arm,4,1.109,student03
12,2026-07-30T22:54:01.499750+00:00,t-arm,4,1.219,student03
13,2026-07-30T22:54:01.618479+00:00,t-arm,4,1.328,student03
14,2026-07-30T22:54:01.724493+00:00,t-arm,4,1.437,student03
15,2026-07-30T22:54:01.818618+00:00,t-arm,4,1.531,student03
16,2026-07-30T22:54:01.928467+00:00,t-arm,4,1.641,student03
17,2026-07-30T22:54:02.035124+00:00,t-arm,4,1.75,student03
18,2026-07-30T22:54:02.143943+00:00,t-arm,4,1.859,student03
19,2026-07-30T22:54:02.255488+00:00,t-arm,4,1.969,student03
0,2026-07-30T22:54:11.149267+00:00,t-arm,5,0.0,student03
1,2026-07-30T22:54:11.251777+00:00,t-arm,5,0.11,student03
2,2026-07-30T22:54:11.365434+00:00,t-arm,5,0.219,student03
3,2026-07-30T22:54:11.458166+00:00,t-arm,5,0.313,student03
4,2026-07-30T22:54:11.559772+00:00,t-arm,5,0.407,student03
5,2026-07-30T22:54:11.659915+00:00,t-arm,5,0.516,student03
6,2026-07-30T22:54:11.762427+00:00,t-arm,5,0.61,student03
7,2026-07-30T22:54:11.859871+00:00,t-arm,5,0.719,student03
8,2026-07-30T22:54:11.974395+00:00,t-arm,5,0.828,student03
9,2026-07-30T22:54:12.068595+00:00,t-arm,5,0.922,student03
10,2026-07-30T22:54:12.178256+00:00,t-arm,5,1.032,student03
11,2026-07-30T22:54:12.284286+00:00,t-arm,5,1.141,student03
12,2026-07-30T22:54:12.394215+00:00,t-arm,5,1.25,student03
13,2026-07-30T22:54:12.504277+00:00,t-arm,5,1.36,student03
14,2026-07-30T22:54:12.614468+00:00,t-arm,5,1.469,student03
15,2026-07-30T22:54:12.707800+00:00,t-arm,5,1.563,student03
16,2026-07-30T22:54:12.803016+00:00,t-arm,5,1.657,student03
17,2026-07-30T22:54:12.899997+00:00,t-arm,5,1.75,student03
18,2026-07-30T22:54:12.998166+00:00,t-arm,5,1.86,student03
19,2026-07-30T22:54:13.105063+00:00,t-arm,5,1.953,student03
0,2026-07-30T22:54:18.917240+00:00,t-arm,6,0.0,student03
1,2026-07-30T22:54:19.018388+00:00,t-arm,6,0.109,student03
2,2026-07-30T22:54:19.118838+00:00,t-arm,6,0.203,student03
3,2026-07-30T22:54:19.212674+00:00,t-arm,6,0.297,student03
4,2026-07-30T22:54:19.324832+00:00,t-arm,6,0.406,student03
5,2026-07-30T22:54:19.435898+00:00,t-arm,6,0.531,student03
6,2026-07-30T22:54:19.545515+00:00,t-arm,6,0.641,student03
7,2026-07-30T22:54:19.654305+00:00,t-arm,6,0.75,student03
8,2026-07-30T22:54:19.764152+00:00,t-arm,6,0.859,student03
9,2026-07-30T22:54:19.873940+00:00,t-arm,6,0.969,student03
10,2026-07-30T22:54:19.989534+00:00,t-arm,6,1.078,student03
11,2026-07-30T22:54:20.091619+00:00,t-arm,6,1.187,student03
12,2026-07-30T22:54:20.205231+00:00,t-arm,6,1.297,student03
13,2026-07-30T22:54:20.316439+00:00,t-arm,6,1.406,student03
14,2026-07-30T22:54:20.424460+00:00,t-arm,6,1.516,student03
15,2026-07-30T22:54:20.535254+00:00,t-arm,6,1.625,student03
16,2026-07-30T22:54:20.645242+00:00,t-arm,6,1.734,student03
17,2026-07-30T22:54:20.753900+00:00,t-arm,6,1.844,student03
18,2026-07-30T22:54:20.863876+00:00,t-arm,6,1.953,student03
0,2026-07-30T22:54:23.350900+00:00,t-arm,7,0.0,student03
1,2026-07-30T22:54:23.448874+00:00,t-arm,7,0.094,student03
2,2026-07-30T22:54:23.542289+00:00,t-arm,7,0.188,student03
3,2026-07-30T22:54:23.639211+00:00,t-arm,7,0.297,student03
4,2026-07-30T22:54:23.749071+00:00,t-arm,7,0.407,student03
5,2026-07-30T22:54:23.854879+00:00,t-arm,7,0.5,student03
6,2026-07-30T22:54:23.952593+00:00,t-arm,7,0.61,student03
7,2026-07-30T22:54:24.065499+00:00,t-arm,7,0.719,student03
8,2026-07-30T22:54:24.174473+00:00,t-arm,7,0.829,student03
9,2026-07-30T22:54:24.284619+00:00,t-arm,7,0.938,student03
10,2026-07-30T22:54:24.394854+00:00,t-arm,7,1.047,student03
11,2026-07-30T22:54:24.505200+00:00,t-arm,7,1.157,student03
12,2026-07-30T22:54:24.614627+00:00,t-arm,7,1.266,student03
13,2026-07-30T22:54:24.709471+00:00,t-arm,7,1.36,student03
14,2026-07-30T22:54:24.816007+00:00,t-arm,7,1.469,student03
15,2026-07-30T22:54:24.924201+00:00,t-arm,7,1.579,student03
16,2026-07-30T22:54:25.033963+00:00,t-arm,7,1.688,student03
17,2026-07-30T22:54:25.144285+00:00,t-arm,7,1.797,student03
18,2026-07-30T22:54:25.239132+00:00,t-arm,7,1.891,student03
0,2026-07-30T22:54:27.747430+00:00,t-arm,8,0.0,student03
1,2026-07-30T22:54:27.847913+00:00,t-arm,8,0.109,student03
2,2026-07-30T22:54:27.955625+00:00,t-arm,8,0.219,student03
3,2026-07-30T22:54:28.064968+00:00,t-arm,8,0.328,student03
4,2026-07-30T22:54:28.162748+00:00,t-arm,8,0.422,student03
5,2026-07-30T22:54:28.258626+00:00,t-arm,8,0.516,student03
6,2026-07-30T22:54:28.365521+00:00,t-arm,8,0.625,student03
7,2026-07-30T22:54:28.462994+00:00,t-arm,8,0.719,student03
8,2026-07-30T22:54:28.563747+00:00,t-arm,8,0.828,student03
9,2026-07-30T22:54:28.675006+00:00,t-arm,8,0.938,student03
10,2026-07-30T22:54:28.785237+00:00,t-arm,8,1.047,student03
11,2026-07-30T22:54:28.895145+00:00,t-arm,8,1.156,student03
12,2026-07-30T22:54:29.004155+00:00,t-arm,8,1.266,student03
13,2026-07-30T22:54:29.104047+00:00,t-arm,8,1.359,student03
14,2026-07-30T22:54:29.200261+00:00,t-arm,8,1.453,student03
15,2026-07-30T22:54:29.297893+00:00,t-arm,8,1.563,student03
16,2026-07-30T22:54:29.408639+00:00,t-arm,8,1.672,student03
17,2026-07-30T22:54:29.515433+00:00,t-arm,8,1.781,student03
18,2026-07-30T22:54:29.625001+00:00,t-arm,8,1.891,student03
0,2026-07-30T22:54:32.189644+00:00,t-arm,9,0.0,student03
1,2026-07-30T22:54:32.288460+00:00,t-arm,9,0.094,student03
2,2026-07-30T22:54:32.383296+00:00,t-arm,9,0.188,student03
3,2026-07-30T22:54:32.479905+00:00,t-arm,9,0.281,student03
4,2026-07-30T22:54:32.569308+00:00,t-arm,9,0.375,student03
5,2026-07-30T22:54:32.675378+00:00,t-arm,9,0.485,student03
6,2026-07-30T22:54:32.785182+00:00,t-arm,9,0.594,student03
7,2026-07-30T22:54:32.879638+00:00,t-arm,9,0.688,student03
8,2026-07-30T22:54:32.986052+00:00,t-arm,9,0.797,student03
9,2026-07-30T22:54:33.098762+00:00,t-arm,9,0.906,student03
10,2026-07-30T22:54:33.206030+00:00,t-arm,9,1.016,student03
11,2026-07-30T22:54:33.314709+00:00,t-arm,9,1.125,student03
12,2026-07-30T22:54:33.413149+00:00,t-arm,9,1.219,student03
13,2026-07-30T22:54:33.509338+00:00,t-arm,9,1.313,student03
14,2026-07-30T22:54:33.614869+00:00,t-arm,9,1.422,student03
15,2026-07-30T22:54:33.709157+00:00,t-arm,9,1.516,student03
16,2026-07-30T22:54:33.816373+00:00,t-arm,9,1.625,student03
17,2026-07-30T22:54:33.925796+00:00,t-arm,9,1.735,student03
18,2026-07-30T22:54:34.036344+00:00,t-arm,9,1.844,student03
19,2026-07-30T22:54:34.145060+00:00,t-arm,9,1.953,student03
0,2026-07-30T22:54:36.538693+00:00,t-arm,10,0.0,student03
1,2026-07-30T22:54:36.639259+00:00,t-arm,10,0.109,student03
2,2026-07-30T22:54:36.755425+00:00,t-arm,10,0.219,student03
3,2026-07-30T22:54:36.851118+00:00,t-arm,10,0.312,student03
4,2026-07-30T22:54:36.952966+00:00,t-arm,10,0.422,student03
5,2026-07-30T22:54:37.064807+00:00,t-arm,10,0.531,student03
6,2026-07-30T22:54:37.178710+00:00,t-arm,10,0.641,student03
7,2026-07-30T22:54:37.286490+00:00,t-arm,10,0.75,student03
8,2026-07-30T22:54:37.383674+00:00,t-arm,10,0.844,student03
9,2026-07-30T22:54:37.480442+00:00,t-arm,10,0.937,student03
10,2026-07-30T22:54:37.573982+00:00,t-arm,10,1.031,student03
11,2026-07-30T22:54:37.668031+00:00,t-arm,10,1.125,student03
12,2026-07-30T22:54:37.759781+00:00,t-arm,10,1.219,student03
13,2026-07-30T22:54:37.860642+00:00,t-arm,10,1.328,student03
14,2026-07-30T22:54:37.974257+00:00,t-arm,10,1.437,student03
15,2026-07-30T22:54:38.085469+00:00,t-arm,10,1.547,student03
16,2026-07-30T22:54:38.179638+00:00,t-arm,10,1.641,student03
17,2026-07-30T22:54:38.285769+00:00,t-arm,10,1.75,student03
18,2026-07-30T22:54:38.395373+00:00,t-arm,10,1.859,student03
19,2026-07-30T22:54:38.505167+00:00,t-arm,10,1.969,student03
0,2026-07-30T22:54:40.702559+00:00,t-arm,11,0.0,student03
1,2026-07-30T22:54:40.815440+00:00,t-arm,11,0.109,student03
2,2026-07-30T22:54:40.925351+00:00,t-arm,11,0.219,student03
3,2026-07-30T22:54:41.025968+00:00,t-arm,11,0.312,student03
4,2026-07-30T22:54:41.120169+00:00,t-arm,11,0.406,student03
5,2026-07-30T22:54:41.220054+00:00,t-arm,11,0.515,student03
6,2026-07-30T22:54:41.324469+00:00,t-arm,11,0.609,student03
7,2026-07-30T22:54:41.420874+00:00,t-arm,11,0.719,student03
8,2026-07-30T22:54:41.524452+00:00,t-arm,11,0.812,student03
9,2026-07-30T22:54:41.619795+00:00,t-arm,11,0.906,student03
10,2026-07-30T22:54:41.710653+00:00,t-arm,11,1.0,student03
11,2026-07-30T22:54:41.804713+00:00,t-arm,11,1.094,student03
12,2026-07-30T22:54:41.900777+00:00,t-arm,11,1.187,student03
13,2026-07-30T22:54:41.992474+00:00,t-arm,11,1.281,student03
14,2026-07-30T22:54:42.105220+00:00,t-arm,11,1.39,student03
15,2026-07-30T22:54:42.215202+00:00,t-arm,11,1.5,student03
16,2026-07-30T22:54:42.310331+00:00,t-arm,11,1.609,student03
17,2026-07-30T22:54:42.424864+00:00,t-arm,11,1.719,student03
18,2026-07-30T22:54:42.534972+00:00,t-arm,11,1.828,student03
19,2026-07-30T22:54:42.632836+00:00,t-arm,11,1.922,student03
0,2026-07-30T22:54:47.711989+00:00,t-arm,12,0.0,student03
1,2026-07-30T22:54:47.810845+00:00,t-arm,12,0.109,student03
2,2026-07-30T22:54:47.916044+00:00,t-arm,12,0.203,student03
3,2026-07-30T22:54:48.009664+00:00,t-arm,12,0.297,student03
4,2026-07-30T22:54:48.110453+00:00,t-arm,12,0.406,student03
5,2026-07-30T22:54:48.213736+00:00,t-arm,12,0.5,student03
6,2026-07-30T22:54:48.314037+00:00,t-arm,12,0.609,student03
7,2026-07-30T22:54:48.425489+00:00,t-arm,12,0.719,student03
8,2026-07-30T22:54:48.525415+00:00,t-arm,12,0.812,student03
9,2026-07-30T22:54:48.619488+00:00,t-arm,12,0.906,student03
10,2026-07-30T22:54:48.709604+00:00,t-arm,12,1.0,student03
11,2026-07-30T22:54:48.803888+00:00,t-arm,12,1.094,student03
12,2026-07-30T22:54:48.901402+00:00,t-arm,12,1.187,student03
13,2026-07-30T22:54:49.009950+00:00,t-arm,12,1.297,student03
14,2026-07-30T22:54:49.119765+00:00,t-arm,12,1.406,student03
15,2026-07-30T22:54:49.210096+00:00,t-arm,12,1.5,student03
16,2026-07-30T22:54:49.315858+00:00,t-arm,12,1.609,student03
17,2026-07-30T22:54:49.425374+00:00,t-arm,12,1.719,student03
18,2026-07-30T22:54:49.535645+00:00,t-arm,12,1.828,student03
19,2026-07-30T22:54:49.633898+00:00,t-arm,12,1.922,student03
0,2026-07-30T22:54:51.457353+00:00,t-arm,13,0.0,student03
1,2026-07-30T22:54:51.565092+00:00,t-arm,13,0.109,student03
2,2026-07-30T22:54:51.675428+00:00,t-arm,13,0.219,student03
3,2026-07-30T22:54:51.785023+00:00,t-arm,13,0.328,student03
4,2026-07-30T22:54:51.880133+00:00,t-arm,13,0.422,student03
5,2026-07-30T22:54:51.981581+00:00,t-arm,13,0.515,student03
6,2026-07-30T22:54:52.080773+00:00,t-arm,13,0.625,student03
7,2026-07-30T22:54:52.186549+00:00,t-arm,13,0.734,student03
8,2026-07-30T22:54:52.295775+00:00,t-arm,13,0.844,student03
9,2026-07-30T22:54:52.409517+00:00,t-arm,13,0.953,student03
10,2026-07-30T22:54:52.516366+00:00,t-arm,13,1.062,student03
11,2026-07-30T22:54:52.625100+00:00,t-arm,13,1.172,student03
12,2026-07-30T22:54:52.735842+00:00,t-arm,13,1.281,student03
13,2026-07-30T22:54:52.846600+00:00,t-arm,13,1.39,student03
14,2026-07-30T22:54:52.954922+00:00,t-arm,13,1.5,student03
15,2026-07-30T22:54:53.066053+00:00,t-arm,13,1.609,student03
16,2026-07-30T22:54:53.175364+00:00,t-arm,13,1.719,student03
17,2026-07-30T22:54:53.284844+00:00,t-arm,13,1.828,student03
18,2026-07-30T22:54:53.395590+00:00,t-arm,13,1.937,student03
0,2026-07-30T22:54:55.362386+00:00,t-arm,14,0.0,student03
1,2026-07-30T22:54:55.463070+00:00,t-arm,14,0.094,student03
2,2026-07-30T22:54:55.561226+00:00,t-arm,14,0.203,student03
3,2026-07-30T22:54:55.663808+00:00,t-arm,14,0.297,student03
4,2026-07-30T22:54:55.759713+00:00,t-arm,14,0.391,student03
5,2026-07-30T22:54:55.860949+00:00,t-arm,14,0.5,student03
6,2026-07-30T22:54:55.963199+00:00,t-arm,14,0.594,student03
7,2026-07-30T22:54:56.064861+00:00,t-arm,14,0.703,student03
8,2026-07-30T22:54:56.176279+00:00,t-arm,14,0.813,student03
9,2026-07-30T22:54:56.275255+00:00,t-arm,14,0.906,student03
10,2026-07-30T22:54:56.369771+00:00,t-arm,14,1.0,student03
11,2026-07-30T22:54:56.460391+00:00,t-arm,14,1.094,student03
12,2026-07-30T22:54:56.560511+00:00,t-arm,14,1.203,student03
13,2026-07-30T22:54:56.675910+00:00,t-arm,14,1.313,student03
14,2026-07-30T22:54:56.785346+00:00,t-arm,14,1.422,student03
15,2026-07-30T22:54:56.896961+00:00,t-arm,14,1.531,student03
16,2026-07-30T22:54:57.005224+00:00,t-arm,14,1.641,student03
17,2026-07-30T22:54:57.100066+00:00,t-arm,14,1.734,student03
18,2026-07-30T22:54:57.205968+00:00,t-arm,14,1.844,student03
19,2026-07-30T22:54:57.315876+00:00,t-arm,14,1.953,student03
0,2026-07-30T22:55:01.154838+00:00,clapping,0,0.0,student03
1,2026-07-30T22:55:01.265334+00:00,clapping,0,0.109,student03
2,2026-07-30T22:55:01.376814+00:00,clapping,0,0.219,student03
3,2026-07-30T22:55:01.486638+00:00,clapping,0,0.328,student03
4,2026-07-30T22:55:01.596693+00:00,clapping,0,0.437,student03
5,2026-07-30T22:55:01.706389+00:00,clapping,0,0.547,student03
6,2026-07-30T22:55:01.816463+00:00,clapping,0,0.656,student03
7,2026-07-30T22:55:01.926606+00:00,clapping,0,0.766,student03
8,2026-07-30T22:55:02.036875+00:00,clapping,0,0.875,student03
9,2026-07-30T22:55:02.146137+00:00,clapping,0,0.984,student03
10,2026-07-30T22:55:02.240804+00:00,clapping,0,1.078,student03
11,2026-07-30T22:55:02.346112+00:00,clapping,0,1.187,student03
12,2026-07-30T22:55:02.443094+00:00,clapping,0,1.281,student03
13,2026-07-30T22:55:02.543675+00:00,clapping,0,1.375,student03
14,2026-07-30T22:55:02.640490+00:00,clapping,0,1.484,student03
15,2026-07-30T22:55:02.739091+00:00,clapping,0,1.578,student03
16,2026-07-30T22:55:02.839976+00:00,clapping,0,1.672,student03
17,2026-07-30T22:55:02.931399+00:00,clapping,0,1.766,student03
18,2026-07-30T22:55:03.031548+00:00,clapping,0,1.875,student03
19,2026-07-30T22:55:03.146330+00:00,clapping,0,1.984,student03
0,2026-07-30T22:55:04.750609+00:00,clapping,1,0.0,student03
1,2026-07-30T22:55:04.854749+00:00,clapping,1,0.093,student03
2,2026-07-30T22:55:04.954909+00:00,clapping,1,0.203,student03
3,2026-07-30T22:55:05.066921+00:00,clapping,1,0.312,student03
4,2026-07-30T22:55:05.163797+00:00,clapping,1,0.406,student03
5,2026-07-30T22:55:05.260055+00:00,clapping,1,0.5,student03
6,2026-07-30T22:55:05.355373+00:00,clapping,1,0.593,student03
7,2026-07-30T22:55:05.449830+00:00,clapping,1,0.687,student03
8,2026-07-30T22:55:05.550857+00:00,clapping,1,0.797,student03
9,2026-07-30T22:55:05.651594+00:00,clapping,1,0.89,student03
10,2026-07-30T22:55:05.753372+00:00,clapping,1,1.0,student03
11,2026-07-30T22:55:05.870703+00:00,clapping,1,1.109,student03
12,2026-07-30T22:55:05.960114+00:00,clapping,1,1.203,student03
13,2026-07-30T22:55:06.066898+00:00,clapping,1,1.312,student03
14,2026-07-30T22:55:06.180799+00:00,clapping,1,1.422,student03
15,2026-07-30T22:55:06.272529+00:00,clapping,1,1.515,student03
16,2026-07-30T22:55:06.370620+00:00,clapping,1,1.609,student03
17,2026-07-30T22:55:06.470857+00:00,clapping,1,1.718,student03
18,2026-07-30T22:55:06.575713+00:00,clapping,1,1.812,student03
19,2026-07-30T22:55:06.675704+00:00,clapping,1,1.922,student03
0,2026-07-30T22:55:07.228256+00:00,clapping,2,0.0,student03
1,2026-07-30T22:55:07.330204+00:00,clapping,2,0.11,student03
2,2026-07-30T22:55:07.431442+00:00,clapping,2,0.204,student03
3,2026-07-30T22:55:07.524201+00:00,clapping,2,0.297,student03
4,2026-07-30T22:55:07.624449+00:00,clapping,2,0.407,student03
5,2026-07-30T22:55:07.725927+00:00,clapping,2,0.5,student03
6,2026-07-30T22:55:07.837349+00:00,clapping,2,0.61,student03
7,2026-07-30T22:55:07.950721+00:00,clapping,2,0.719,student03
8,2026-07-30T22:55:08.050851+00:00,clapping,2,0.829,student03
9,2026-07-30T22:55:08.156920+00:00,clapping,2,0.938,student03
10,2026-07-30T22:55:08.269468+00:00,clapping,2,1.047,student03
11,2026-07-30T22:55:08.376378+00:00,clapping,2,1.157,student03
12,2026-07-30T22:55:08.487359+00:00,clapping,2,1.266,student03
13,2026-07-30T22:55:08.596238+00:00,clapping,2,1.375,student03
14,2026-07-30T22:55:08.707038+00:00,clapping,2,1.485,student03
15,2026-07-30T22:55:08.805625+00:00,clapping,2,1.579,student03
16,2026-07-30T22:55:08.901628+00:00,clapping,2,1.672,student03
17,2026-07-30T22:55:09.000642+00:00,clapping,2,1.782,student03
18,2026-07-30T22:55:09.102572+00:00,clapping,2,1.875,student03
19,2026-07-30T22:55:09.203949+00:00,clapping,2,1.985,student03
0,2026-07-30T22:55:09.827165+00:00,clapping,3,0.0,student03
1,2026-07-30T22:55:09.936322+00:00,clapping,3,0.109,student03
2,2026-07-30T22:55:10.047524+00:00,clapping,3,0.219,student03
3,2026-07-30T22:55:10.156650+00:00,clapping,3,0.328,student03
4,2026-07-30T22:55:10.269970+00:00,clapping,3,0.437,student03
5,2026-07-30T22:55:10.371806+00:00,clapping,3,0.531,student03
6,2026-07-30T22:55:10.460009+00:00,clapping,3,0.625,student03
7,2026-07-30T22:55:10.567111+00:00,clapping,3,0.734,student03
8,2026-07-30T22:55:10.664578+00:00,clapping,3,0.828,student03
9,2026-07-30T22:55:10.760852+00:00,clapping,3,0.922,student03
10,2026-07-30T22:55:10.861059+00:00,clapping,3,1.031,student03
11,2026-07-30T22:55:10.960405+00:00,clapping,3,1.125,student03
12,2026-07-30T22:55:11.067890+00:00,clapping,3,1.234,student03
13,2026-07-30T22:55:11.171575+00:00,clapping,3,1.344,student03
14,2026-07-30T22:55:11.287258+00:00,clapping,3,1.453,student03
15,2026-07-30T22:55:11.383886+00:00,clapping,3,1.547,student03
16,2026-07-30T22:55:11.481966+00:00,clapping,3,1.64,student03
17,2026-07-30T22:55:11.574915+00:00,clapping,3,1.734,student03
18,2026-07-30T22:55:11.671572+00:00,clapping,3,1.844,student03
19,2026-07-30T22:55:11.786709+00:00,clapping,3,1.953,student03
0,2026-07-30T22:55:12.762845+00:00,clapping,4,0.0,student03
1,2026-07-30T22:55:12.855503+00:00,clapping,4,0.093,student03
2,2026-07-30T22:55:12.950725+00:00,clapping,4,0.187,student03
3,2026-07-30T22:55:13.043593+00:00,clapping,4,0.281,student03
4,2026-07-30T22:55:13.140960+00:00,clapping,4,0.39,student03
5,2026-07-30T22:55:13.257482+00:00,clapping,4,0.5,student03
6,2026-07-30T22:55:13.355646+00:00,clapping,4,0.593,student03
7,2026-07-30T22:55:13.450825+00:00,clapping,4,0.687,student03
8,2026-07-30T22:55:13.551250+00:00,clapping,4,0.797,student03
9,2026-07-30T22:55:13.657321+00:00,clapping,4,0.906,student03
10,2026-07-30T22:55:13.766444+00:00,clapping,4,1.015,student03
11,2026-07-30T22:55:13.876555+00:00,clapping,4,1.125,student03
12,2026-07-30T22:55:13.976113+00:00,clapping,4,1.218,student03
13,2026-07-30T22:55:14.071919+00:00,clapping,4,1.312,student03
14,2026-07-30T22:55:14.172174+00:00,clapping,4,1.422,student03
