frame_index,timestamp,gesture,trial,elapsed,collector
9,2026-07-29T21:53:18.369018+00:00,one-arm-boxing,3,0.875,student03
10,2026-07-29T21:53:18.465394+00:00,one-arm-boxing,3,0.969,student03
11,2026-07-29T21:53:18.556738+00:00,one-arm-boxing,3,1.063,student03
12,2026-07-29T21:53:18.660345+00:00,one-arm-boxing,3,1.172,student03
13,2026-07-29T21:53:18.759285+00:00,one-arm-boxing,3,1.266,student03
14,2026-07-29T21:53:18.856942+00:00,one-arm-boxing,3,1.359,student03
15,2026-07-29T21:53:18.943265+00:00,one-arm-boxing,3,1.453,student03
16,2026-07-29T21:53:19.038815+00:00,one-arm-boxing,3,1.547,student03
17,2026-07-29T21:53:19.135624+00:00,one-arm-boxing,3,1.641,student03
18,2026-07-29T21:53:19.227027+00:00,one-arm-boxing,3,1.734,student03
19,2026-07-29T21:53:19.328835+00:00,one-arm-boxing,3,1.844,student03
20,2026-07-29T21:53:19.442578+00:00,one-arm-boxing,3,1.953,student03
0,2026-07-29T21:53:22.063168+00:00,bye-bye,4,0.0,student03
1,2026-07-29T21:53:22.166048+00:00,bye-bye,4,0.094,student03
2,2026-07-29T21:53:22.267226+00:00,bye-bye,4,0.203,student03
3,2026-07-29T21:53:22.366382+00:00,bye-bye,4,0.297,student03
4,2026-07-29T21:53:22.469116+00:00,bye-bye,4,0.406,student03
5,2026-07-29T21:53:22.582113+00:00,bye-bye,4,0.516,student03
6,2026-07-29T21:53:22.677683+00:00,bye-bye,4,0.61,student03
7,2026-07-29T21:53:22.777336+00:00,bye-bye,4,0.703,student03
8,2026-07-29T21:53:22.863409+00:00,bye-bye,4,0.797,student03
9,2026-07-29T21:53:22.959631+00:00,bye-bye,4,0.891,student03
10,2026-07-29T21:53:23.058215+00:00,bye-bye,4,0.985,student03
11,2026-07-29T21:53:23.160436+00:00,bye-bye,4,1.094,student03
12,2026-07-29T21:53:23.259540+00:00,bye-bye,4,1.188,student03
13,2026-07-29T21:53:23.360469+00:00,bye-bye,4,1.297,student03
14,2026-07-29T21:53:23.460569+00:00,bye-bye,4,1.391,student03
15,2026-07-29T21:53:23.560120+00:00,bye-bye,4,1.485,student03
16,2026-07-29T21:53:23.656623+00:00,bye-bye,4,1.594,student03
17,2026-07-29T21:53:23.766398+00:00,bye-bye,4,1.703,student03
18,2026-07-29T21:53:23.875674+00:00,bye-bye,4,1.813,student03
19,2026-07-29T21:53:23.981547+00:00,bye-bye,4,1.906,student03
0,2026-07-29T21:53:26.098775+00:00,one-arm-boxing,4,0.0,student03
1,2026-07-29T21:53:26.200576+00:00,one-arm-boxing,4,0.094,student03
2,2026-07-29T21:53:26.295761+00:00,one-arm-boxing,4,0.204,student03
3,2026-07-29T21:53:26.396564+00:00,one-arm-boxing,4,0.297,student03
4,2026-07-29T21:53:26.496400+00:00,one-arm-boxing,4,0.391,student03
5,2026-07-29T21:53:26.595784+00:00,one-arm-boxing,4,0.5,student03
6,2026-07-29T21:53:26.696134+00:00,one-arm-boxing,4,0.594,student03
7,2026-07-29T21:53:26.789500+00:00,one-arm-boxing,4,0.688,student03
8,2026-07-29T21:53:26.884065+00:00,one-arm-boxing,4,0.782,student03
9,2026-07-29T21:53:26.976995+00:00,one-arm-boxing,4,0.875,student03
10,2026-07-29T21:53:27.075881+00:00,one-arm-boxing,4,0.969,student03
11,2026-07-29T21:53:27.175511+00:00,one-arm-boxing,4,1.079,student03
12,2026-07-29T21:53:27.285577+00:00,one-arm-boxing,4,1.188,student03
13,2026-07-29T21:53:27.385884+00:00,one-arm-boxing,4,1.282,student03
14,2026-07-29T21:53:27.480496+00:00,one-arm-boxing,4,1.375,student03
15,2026-07-29T21:53:27.579290+00:00,one-arm-boxing,4,1.485,student03
16,2026-07-29T21:53:27.680766+00:00,one-arm-boxing,4,1.579,student03
17,2026-07-29T21:53:27.778275+00:00,one-arm-boxing,4,1.672,student03
18,2026-07-29T21:53:27.876141+00:00,one-arm-boxing,4,1.782,student03
19,2026-07-29T21:53:27.977060+00:00,one-arm-boxing,4,1.875,student03
20,2026-07-29T21:53:28.075684+00:00,one-arm-boxing,4,1.969,student03
0,2026-07-29T21:53:29.785806+00:00,bye-bye,5,0.0,student03
1,2026-07-29T21:53:29.895503+00:00,bye-bye,5,0.109,student03
2,2026-07-29T21:53:30.002416+00:00,bye-bye,5,0.219,student03
3,2026-07-29T21:53:30.111698+00:00,bye-bye,5,0.328,student03
4,2026-07-29T21:53:30.221384+00:00,bye-bye,5,0.437,student03
5,2026-07-29T21:53:30.332605+00:00,bye-bye,5,0.547,student03
6,2026-07-29T21:53:30.427426+00:00,bye-bye,5,0.641,student03
7,2026-07-29T21:53:30.526870+00:00,bye-bye,5,0.734,student03
8,2026-07-29T21:53:30.620018+00:00,bye-bye,5,0.828,student03
9,2026-07-29T21:53:30.715962+00:00,bye-bye,5,0.922,student03
10,2026-07-29T21:53:30.817542+00:00,bye-bye,5,1.031,student03
11,2026-07-29T21:53:30.916343+00:00,bye-bye,5,1.125,student03
12,2026-07-29T21:53:31.019919+00:00,bye-bye,5,1.234,student03
13,2026-07-29T21:53:31.113707+00:00,bye-bye,5,1.328,student03
14,2026-07-29T21:53:31.222381+00:00,bye-bye,5,1.437,student03
15,2026-07-29T21:53:31.332674+00:00,bye-bye,5,1.547,student03
16,2026-07-29T21:53:31.428208+00:00,bye-bye,5,1.641,student03
17,2026-07-29T21:53:31.526788+00:00,bye-bye,5,1.734,student03
18,2026-07-29T21:53:31.626635+00:00,bye-bye,5,1.844,student03
19,2026-07-29T21:53:31.735760+00:00,bye-bye,5,1.953,student03
0,2026-07-29T21:53:33.553654+00:00,one-arm-boxing,5,0.0,student03
1,2026-07-29T21:53:33.656106+00:00,one-arm-boxing,5,0.109,student03
2,2026-07-29T21:53:33.755788+00:00,one-arm-boxing,5,0.203,student03
3,2026-07-29T21:53:33.861518+00:00,one-arm-boxing,5,0.312,student03
4,2026-07-29T21:53:33.959878+00:00,one-arm-boxing,5,0.406,student03
5,2026-07-29T21:53:34.057717+00:00,one-arm-boxing,5,0.5,student03
6,2026-07-29T21:53:34.157834+00:00,one-arm-boxing,5,0.609,student03
7,2026-07-29T21:53:34.256296+00:00,one-arm-boxing,5,0.703,student03
8,2026-07-29T21:53:34.357580+00:00,one-arm-boxing,5,0.812,student03
9,2026-07-29T21:53:34.472778+00:00,one-arm-boxing,5,0.921,student03
10,2026-07-29T21:53:34.576717+00:00,one-arm-boxing,5,1.031,student03
11,2026-07-29T21:53:34.685728+00:00,one-arm-boxing,5,1.14,student03
12,2026-07-29T21:53:34.786638+00:00,one-arm-boxing,5,1.234,student03
13,2026-07-29T21:53:34.889292+00:00,one-arm-boxing,5,1.343,student03
14,2026-07-29T21:53:35.002957+00:00,one-arm-boxing,5,1.453,student03
15,2026-07-29T21:53:35.107208+00:00,one-arm-boxing,5,1.562,student03
16,2026-07-29T21:53:35.215849+00:00,one-arm-boxing,5,1.656,student03
17,2026-07-29T21:53:35.307851+00:00,one-arm-boxing,5,1.75,student03
18,2026-07-29T21:53:35.410642+00:00,one-arm-boxing,5,1.859,student03
19,2026-07-29T21:53:35.506378+00:00,one-arm-boxing,5,1.953,student03
0,2026-07-29T21:53:37.325333+00:00,bye-bye,6,0.0,student03
1,2026-07-29T21:53:37.415973+00:00,bye-bye,6,0.094,student03
2,2026-07-29T21:53:37.515826+00:00,bye-bye,6,0.203,student03
3,2026-07-29T21:53:37.616431+00:00,bye-bye,6,0.297,student03
4,2026-07-29T21:53:37.710514+00:00,bye-bye,6,0.391,student03
5,2026-07-29T21:53:37.807023+00:00,bye-bye,6,0.485,student03
6,2026-07-29T21:53:37.910833+00:00,bye-bye,6,0.594,student03
7,2026-07-29T21:53:38.006571+00:00,bye-bye,6,0.688,student03
8,2026-07-29T21:53:38.102050+00:00,bye-bye,6,0.781,student03
9,2026-07-29T21:53:38.196057+00:00,bye-bye,6,0.875,student03
10,2026-07-29T21:53:38.289783+00:00,bye-bye,6,0.969,student03
11,2026-07-29T21:53:38.386709+00:00,bye-bye,6,1.063,student03
12,2026-07-29T21:53:38.477436+00:00,bye-bye,6,1.156,student03
13,2026-07-29T21:53:38.576384+00:00,bye-bye,6,1.266,student03
14,2026-07-29T21:53:38.683112+00:00,bye-bye,6,1.36,student03
15,2026-07-29T21:53:38.780958+00:00,bye-bye,6,1.469,student03
16,2026-07-29T21:53:38.892338+00:00,bye-bye,6,1.578,student03
17,2026-07-29T21:53:39.001972+00:00,bye-bye,6,1.688,student03
18,2026-07-29T21:53:39.112268+00:00,bye-bye,6,1.797,student03
19,2026-07-29T21:53:39.221540+00:00,bye-bye,6,1.906,student03
0,2026-07-29T21:53:41.051367+00:00,one-arm-boxing,6,0.0,student03
1,2026-07-29T21:53:41.147390+00:00,one-arm-boxing,6,0.093,student03
2,2026-07-29T21:53:41.246972+00:00,one-arm-boxing,6,0.187,student03
3,2026-07-29T21:53:41.336617+00:00,one-arm-boxing,6,0.281,student03
4,2026-07-29T21:53:41.438116+00:00,one-arm-boxing,6,0.39,student03
5,2026-07-29T21:53:41.536103+00:00,one-arm-boxing,6,0.484,student03
6,2026-07-29T21:53:41.642222+00:00,one-arm-boxing,6,0.593,student03
7,2026-07-29T21:53:41.752793+00:00,one-arm-boxing,6,0.703,student03
8,2026-07-29T21:53:41.857937+00:00,one-arm-boxing,6,0.812,student03
9,2026-07-29T21:53:41.973345+00:00,one-arm-boxing,6,0.921,student03
10,2026-07-29T21:53:42.069957+00:00,one-arm-boxing,6,1.015,student03
11,2026-07-29T21:53:42.167174+00:00,one-arm-boxing,6,1.109,student03
12,2026-07-29T21:53:42.260001+00:00,one-arm-boxing,6,1.203,student03
13,2026-07-29T21:53:42.357250+00:00,one-arm-boxing,6,1.312,student03
14,2026-07-29T21:53:42.472648+00:00,one-arm-boxing,6,1.421,student03
15,2026-07-29T21:53:42.582593+00:00,one-arm-boxing,6,1.531,student03
16,2026-07-29T21:53:42.680405+00:00,one-arm-boxing,6,1.625,student03
17,2026-07-29T21:53:42.776787+00:00,one-arm-boxing,6,1.718,student03
18,2026-07-29T21:53:42.870357+00:00,one-arm-boxing,6,1.812,student03
19,2026-07-29T21:53:42.969823+00:00,one-arm-boxing,6,1.921,student03
0,2026-07-29T21:53:44.646635+00:00,bye-bye,7,0.0,student03
1,2026-07-29T21:53:44.749569+00:00,bye-bye,7,0.11,student03
2,2026-07-29T21:53:44.851256+00:00,bye-bye,7,0.203,student03
3,2026-07-29T21:53:44.949767+00:00,bye-bye,7,0.297,student03
4,2026-07-29T21:53:45.049816+00:00,bye-bye,7,0.407,student03
5,2026-07-29T21:53:45.147784+00:00,bye-bye,7,0.5,student03
6,2026-07-29T21:53:45.250176+00:00,bye-bye,7,0.61,student03
7,2026-07-29T21:53:45.362704+00:00,bye-bye,7,0.719,student03
8,2026-07-29T21:53:45.466269+00:00,bye-bye,7,0.813,student03
9,2026-07-29T21:53:45.555347+00:00,bye-bye,7,0.907,student03
10,2026-07-29T21:53:45.651444+00:00,bye-bye,7,1.0,student03
11,2026-07-29T21:53:45.746568+00:00,bye-bye,7,1.094,student03
12,2026-07-29T21:53:45.839553+00:00,bye-bye,7,1.188,student03
13,2026-07-29T21:53:45.941286+00:00,bye-bye,7,1.297,student03
14,2026-07-29T21:53:46.039685+00:00,bye-bye,7,1.391,student03
15,2026-07-29T21:53:46.136203+00:00,bye-bye,7,1.485,student03
16,2026-07-29T21:53:46.237656+00:00,bye-bye,7,1.594,student03
17,2026-07-29T21:53:46.345835+00:00,bye-bye,7,1.703,student03
18,2026-07-29T21:53:46.446972+00:00,bye-bye,7,1.797,student03
19,2026-07-29T21:53:46.539824+00:00,bye-bye,7,1.891,student03
0,2026-07-29T21:53:47.833640+00:00,one-arm-boxing,7,0.0,student03
1,2026-07-29T21:53:47.930997+00:00,one-arm-boxing,7,0.094,student03
2,2026-07-29T21:53:48.026921+00:00,one-arm-boxing,7,0.187,student03
3,2026-07-29T21:53:48.126509+00:00,one-arm-boxing,7,0.297,student03
4,2026-07-29T21:53:48.228265+00:00,one-arm-boxing,7,0.39,student03
5,2026-07-29T21:53:48.326289+00:00,one-arm-boxing,7,0.5,student03
6,2026-07-29T21:53:48.435972+00:00,one-arm-boxing,7,0.609,student03
7,2026-07-29T21:53:48.545646+00:00,one-arm-boxing,7,0.719,student03
8,2026-07-29T21:53:48.657687+00:00,one-arm-boxing,7,0.828,student03
9,2026-07-29T21:53:48.756321+00:00,one-arm-boxing,7,0.922,student03
10,2026-07-29T21:53:48.852000+00:00,one-arm-boxing,7,1.015,student03
11,2026-07-29T21:53:48.950836+00:00,one-arm-boxing,7,1.109,student03
12,2026-07-29T21:53:49.049896+00:00,one-arm-boxing,7,1.219,student03
13,2026-07-29T21:53:49.147061+00:00,one-arm-boxing,7,1.312,student03
14,2026-07-29T21:53:49.249489+00:00,one-arm-boxing,7,1.422,student03
15,2026-07-29T21:53:49.362983+00:00,one-arm-boxing,7,1.531,student03
16,2026-07-29T21:53:49.472805+00:00,one-arm-boxing,7,1.64,student03
17,2026-07-29T21:53:49.582291+00:00,one-arm-boxing,7,1.75,student03
18,2026-07-29T21:53:49.678566+00:00,one-arm-boxing,7,1.844,student03
19,2026-07-29T21:53:49.778275+00:00,one-arm-boxing,7,1.937,student03
0,2026-07-29T21:54:03.606400+00:00,bye-bye,8,0.0,student03
1,2026-07-29T21:54:03.707478+00:00,bye-bye,8,0.11,student03
2,2026-07-29T21:54:03.813201+00:00,bye-bye,8,0.219,student03
3,2026-07-29T21:54:03.926563+00:00,bye-bye,8,0.329,student03
4,2026-07-29T21:54:04.021471+00:00,bye-bye,8,0.422,student03
5,2026-07-29T21:54:04.117982+00:00,bye-bye,8,0.516,student03
6,2026-07-29T21:54:04.216846+00:00,bye-bye,8,0.625,student03
7,2026-07-29T21:54:04.325919+00:00,bye-bye,8,0.719,student03
8,2026-07-29T21:54:04.411345+00:00,bye-bye,8,0.813,student03
9,2026-07-29T21:54:04.507394+00:00,bye-bye,8,0.907,student03
10,2026-07-29T21:54:04.613550+00:00,bye-bye,8,1.016,student03
11,2026-07-29T21:54:04.715593+00:00,bye-bye,8,1.11,student03
12,2026-07-29T21:54:04.811441+00:00,bye-bye,8,1.219,student03
13,2026-07-29T21:54:04.923231+00:00,bye-bye,8,1.329,student03
14,2026-07-29T21:54:05.028480+00:00,bye-bye,8,1.422,student03
15,2026-07-29T21:54:05.115727+00:00,bye-bye,8,1.516,student03
16,2026-07-29T21:54:05.212929+00:00,bye-bye,8,1.61,student03
17,2026-07-29T21:54:05.308914+00:00,bye-bye,8,1.704,student03
18,2026-07-29T21:54:05.411601+00:00,bye-bye,8,1.813,student03
19,2026-07-29T21:54:05.506789+00:00,bye-bye,8,1.907,student03
0,2026-07-29T21:54:09.582155+00:00,one-arm-boxing,8,0.0,student03
1,2026-07-29T21:54:09.681921+00:00,one-arm-boxing,8,0.094,student03
2,2026-07-29T21:54:09.781926+00:00,one-arm-boxing,8,0.203,student03
3,2026-07-29T21:54:09.893871+00:00,one-arm-boxing,8,0.312,student03
4,2026-07-29T21:54:09.990792+00:00,one-arm-boxing,8,0.406,student03
5,2026-07-29T21:54:10.087655+00:00,one-arm-boxing,8,0.5,student03
6,2026-07-29T21:54:10.188946+00:00,one-arm-boxing,8,0.609,student03
7,2026-07-29T21:54:10.287886+00:00,one-arm-boxing,8,0.703,student03
8,2026-07-29T21:54:10.390759+00:00,one-arm-boxing,8,0.812,student03
9,2026-07-29T21:54:10.503788+00:00,one-arm-boxing,8,0.922,student03
10,2026-07-29T21:54:10.602206+00:00,one-arm-boxing,8,1.015,student03
11,2026-07-29T21:54:10.700936+00:00,one-arm-boxing,8,1.125,student03
12,2026-07-29T21:54:10.816484+00:00,one-arm-boxing,8,1.234,student03
13,2026-07-29T21:54:10.918695+00:00,one-arm-boxing,8,1.328,student03
14,2026-07-29T21:54:11.006269+00:00,one-arm-boxing,8,1.422,student03
15,2026-07-29T21:54:11.113400+00:00,one-arm-boxing,8,1.531,student03
16,2026-07-29T21:54:11.223778+00:00,one-arm-boxing,8,1.64,student03
17,2026-07-29T21:54:11.317624+00:00,one-arm-boxing,8,1.734,student03
