frame_index,timestamp,gesture,trial,elapsed,collector
9,2026-07-29T21:36:46.733869+00:00,pull,6,0.922,student03
10,2026-07-29T21:36:46.839468+00:00,pull,6,1.016,student03
11,2026-07-29T21:36:46.933630+00:00,pull,6,1.11,student03
12,2026-07-29T21:36:47.023789+00:00,pull,6,1.203,student03
13,2026-07-29T21:36:47.116341+00:00,pull,6,1.297,student03
14,2026-07-29T21:36:47.222538+00:00,pull,6,1.406,student03
15,2026-07-29T21:36:47.333591+00:00,pull,6,1.516,student03
16,2026-07-29T21:36:47.427532+00:00,pull,6,1.61,student03
17,2026-07-29T21:36:47.527751+00:00,pull,6,1.703,student03
18,2026-07-29T21:36:47.623384+00:00,pull,6,1.813,student03
19,2026-07-29T21:36:47.738187+00:00,pull,6,1.922,student03
0,2026-07-29T21:36:49.780811+00:00,push,6,0.0,student03
1,2026-07-29T21:36:49.888589+00:00,push,6,0.109,student03
2,2026-07-29T21:36:49.999330+00:00,push,6,0.219,student03
3,2026-07-29T21:36:50.108629+00:00,push,6,0.328,student03
4,2026-07-29T21:36:50.222514+00:00,push,6,0.437,student03
5,2026-07-29T21:36:50.329392+00:00,push,6,0.547,student03
6,2026-07-29T21:36:50.439011+00:00,push,6,0.656,student03
7,2026-07-29T21:36:50.549381+00:00,push,6,0.766,student03
8,2026-07-29T21:36:50.654870+00:00,push,6,0.875,student03
9,2026-07-29T21:36:50.768682+00:00,push,6,0.984,student03
10,2026-07-29T21:36:50.879277+00:00,push,6,1.094,student03
11,2026-07-29T21:36:50.974184+00:00,push,6,1.187,student03
12,2026-07-29T21:36:51.073508+00:00,push,6,1.281,student03
13,2026-07-29T21:36:51.168180+00:00,push,6,1.375,student03
14,2026-07-29T21:36:51.261743+00:00,push,6,1.469,student03
15,2026-07-29T21:36:51.353732+00:00,push,6,1.562,student03
16,2026-07-29T21:36:51.453253+00:00,push,6,1.672,student03
17,2026-07-29T21:36:51.553640+00:00,push,6,1.766,student03
18,2026-07-29T21:36:51.647886+00:00,push,6,1.859,student03
19,2026-07-29T21:36:51.742915+00:00,push,6,1.953,student03
0,2026-07-29T21:36:53.781725+00:00,pull,7,0.0,student03
1,2026-07-29T21:36:53.888496+00:00,pull,7,0.109,student03
2,2026-07-29T21:36:53.999324+00:00,pull,7,0.219,student03
3,2026-07-29T21:36:54.112530+00:00,pull,7,0.328,student03
4,2026-07-29T21:36:54.222257+00:00,pull,7,0.437,student03
5,2026-07-29T21:36:54.329705+00:00,pull,7,0.547,student03
6,2026-07-29T21:36:54.439492+00:00,pull,7,0.656,student03
7,2026-07-29T21:36:54.549638+00:00,pull,7,0.766,student03
8,2026-07-29T21:36:54.658310+00:00,pull,7,0.875,student03
9,2026-07-29T21:36:54.769843+00:00,pull,7,0.984,student03
10,2026-07-29T21:36:54.879662+00:00,pull,7,1.094,student03
11,2026-07-29T21:36:54.989007+00:00,pull,7,1.203,student03
12,2026-07-29T21:36:55.098957+00:00,pull,7,1.312,student03
13,2026-07-29T21:36:55.197102+00:00,pull,7,1.406,student03
14,2026-07-29T21:36:55.288982+00:00,pull,7,1.5,student03
15,2026-07-29T21:36:55.383742+00:00,pull,7,1.594,student03
16,2026-07-29T21:36:55.483531+00:00,pull,7,1.703,student03
17,2026-07-29T21:36:55.582830+00:00,pull,7,1.797,student03
18,2026-07-29T21:36:55.677787+00:00,pull,7,1.891,student03
0,2026-07-29T21:36:57.365860+00:00,push,7,0.0,student03
1,2026-07-29T21:36:57.466862+00:00,push,7,0.109,student03
2,2026-07-29T21:36:57.579339+00:00,push,7,0.219,student03
3,2026-07-29T21:36:57.688686+00:00,push,7,0.328,student03
4,2026-07-29T21:36:57.799292+00:00,push,7,0.438,student03
5,2026-07-29T21:36:57.897907+00:00,push,7,0.531,student03
6,2026-07-29T21:36:57.996881+00:00,push,7,0.625,student03
7,2026-07-29T21:36:58.092799+00:00,push,7,0.734,student03
8,2026-07-29T21:36:58.196230+00:00,push,7,0.828,student03
9,2026-07-29T21:36:58.292497+00:00,push,7,0.922,student03
10,2026-07-29T21:36:58.386796+00:00,push,7,1.016,student03
11,2026-07-29T21:36:58.485202+00:00,push,7,1.125,student03
12,2026-07-29T21:36:58.583443+00:00,push,7,1.219,student03
13,2026-07-29T21:36:58.684153+00:00,push,7,1.313,student03
14,2026-07-29T21:36:58.778086+00:00,push,7,1.406,student03
15,2026-07-29T21:36:58.876722+00:00,push,7,1.516,student03
16,2026-07-29T21:36:58.974637+00:00,push,7,1.609,student03
17,2026-07-29T21:36:59.073142+00:00,push,7,1.703,student03
18,2026-07-29T21:36:59.166410+00:00,push,7,1.797,student03
19,2026-07-29T21:36:59.263510+00:00,push,7,1.906,student03
0,2026-07-29T21:37:00.832596+00:00,pull,8,0.0,student03
1,2026-07-29T21:37:00.934310+00:00,pull,8,0.094,student03
2,2026-07-29T21:37:01.028431+00:00,pull,8,0.187,student03
3,2026-07-29T21:37:01.123732+00:00,pull,8,0.297,student03
4,2026-07-29T21:37:01.229964+00:00,pull,8,0.39,student03
5,2026-07-29T21:37:01.327294+00:00,pull,8,0.5,student03
6,2026-07-29T21:37:01.439791+00:00,pull,8,0.609,student03
7,2026-07-29T21:37:01.550100+00:00,pull,8,0.719,student03
8,2026-07-29T21:37:01.654550+00:00,pull,8,0.828,student03
9,2026-07-29T21:37:01.763156+00:00,pull,8,0.922,student03
10,2026-07-29T21:37:01.857967+00:00,pull,8,1.031,student03
11,2026-07-29T21:37:01.967002+00:00,pull,8,1.14,student03
12,2026-07-29T21:37:02.073073+00:00,pull,8,1.234,student03
13,2026-07-29T21:37:02.163861+00:00,pull,8,1.328,student03
14,2026-07-29T21:37:02.269315+00:00,pull,8,1.437,student03
15,2026-07-29T21:37:02.379308+00:00,pull,8,1.547,student03
16,2026-07-29T21:37:02.489258+00:00,pull,8,1.656,student03
17,2026-07-29T21:37:02.583573+00:00,pull,8,1.75,student03
18,2026-07-29T21:37:02.683930+00:00,pull,8,1.844,student03
19,2026-07-29T21:37:02.784236+00:00,pull,8,1.953,student03
0,2026-07-29T21:37:04.245270+00:00,push,8,0.0,student03
1,2026-07-29T21:37:04.343499+00:00,push,8,0.109,student03
2,2026-07-29T21:37:04.443559+00:00,push,8,0.203,student03
3,2026-07-29T21:37:04.550243+00:00,push,8,0.313,student03
4,2026-07-29T21:37:04.659786+00:00,push,8,0.422,student03
5,2026-07-29T21:37:04.769410+00:00,push,8,0.531,student03
6,2026-07-29T21:37:04.864123+00:00,push,8,0.625,student03
7,2026-07-29T21:37:04.973052+00:00,push,8,0.734,student03
8,2026-07-29T21:37:05.071136+00:00,push,8,0.828,student03
9,2026-07-29T21:37:05.168941+00:00,push,8,0.922,student03
10,2026-07-29T21:37:05.267477+00:00,push,8,1.031,student03
11,2026-07-29T21:37:05.366743+00:00,push,8,1.125,student03
12,2026-07-29T21:37:05.464761+00:00,push,8,1.219,student03
13,2026-07-29T21:37:05.564546+00:00,push,8,1.328,student03
14,2026-07-29T21:37:05.663645+00:00,push,8,1.422,student03
15,2026-07-29T21:37:05.757420+00:00,push,8,1.516,student03
16,2026-07-29T21:37:05.854291+00:00,push,8,1.609,student03
17,2026-07-29T21:37:05.953069+00:00,push,8,1.719,student03
18,2026-07-29T21:37:06.060265+00:00,push,8,1.813,student03
19,2026-07-29T21:37:06.154663+00:00,push,8,1.922,student03
0,2026-07-29T21:37:07.599904+00:00,pull,9,0.0,student03
1,2026-07-29T21:37:07.693558+00:00,pull,9,0.094,student03
2,2026-07-29T21:37:07.799896+00:00,pull,9,0.204,student03
3,2026-07-29T21:37:07.909910+00:00,pull,9,0.313,student03
4,2026-07-29T21:37:08.019569+00:00,pull,9,0.422,student03
5,2026-07-29T21:37:08.113664+00:00,pull,9,0.516,student03
6,2026-07-29T21:37:08.223066+00:00,pull,9,0.625,student03
7,2026-07-29T21:37:08.329722+00:00,pull,9,0.735,student03
8,2026-07-29T21:37:08.438004+00:00,pull,9,0.844,student03
9,2026-07-29T21:37:08.536989+00:00,pull,9,0.938,student03
10,2026-07-29T21:37:08.633505+00:00,pull,9,1.032,student03
11,2026-07-29T21:37:08.728119+00:00,pull,9,1.125,student03
12,2026-07-29T21:37:08.824201+00:00,pull,9,1.219,student03
13,2026-07-29T21:37:08.916831+00:00,pull,9,1.313,student03
14,2026-07-29T21:37:09.013311+00:00,pull,9,1.407,student03
15,2026-07-29T21:37:09.100001+00:00,pull,9,1.5,student03
16,2026-07-29T21:37:09.193568+00:00,pull,9,1.594,student03
17,2026-07-29T21:37:09.293511+00:00,pull,9,1.688,student03
18,2026-07-29T21:37:09.387005+00:00,pull,9,1.782,student03
19,2026-07-29T21:37:09.485259+00:00,pull,9,1.891,student03
0,2026-07-29T21:37:11.233811+00:00,push,9,0.0,student03
1,2026-07-29T21:37:11.333789+00:00,push,9,0.094,student03
2,2026-07-29T21:37:11.429415+00:00,push,9,0.188,student03
3,2026-07-29T21:37:11.524934+00:00,push,9,0.281,student03
4,2026-07-29T21:37:11.623570+00:00,push,9,0.391,student03
5,2026-07-29T21:37:11.733940+00:00,push,9,0.5,student03
6,2026-07-29T21:37:11.834354+00:00,push,9,0.594,student03
7,2026-07-29T21:37:11.935544+00:00,push,9,0.703,student03
8,2026-07-29T21:37:12.047680+00:00,push,9,0.813,student03
9,2026-07-29T21:37:12.152490+00:00,push,9,0.906,student03
10,2026-07-29T21:37:12.247785+00:00,push,9,1.0,student03
11,2026-07-29T21:37:12.348401+00:00,push,9,1.109,student03
12,2026-07-29T21:37:12.448183+00:00,push,9,1.203,student03
13,2026-07-29T21:37:12.544309+00:00,push,9,1.297,student03
14,2026-07-29T21:37:12.643966+00:00,push,9,1.406,student03
15,2026-07-29T21:37:12.753206+00:00,push,9,1.516,student03
16,2026-07-29T21:37:12.859384+00:00,push,9,1.625,student03
17,2026-07-29T21:37:12.969986+00:00,push,9,1.734,student03
18,2026-07-29T21:37:13.078793+00:00,push,9,1.844,student03
19,2026-07-29T21:37:13.190240+00:00,push,9,1.953,student03
0,2026-07-29T21:37:14.775149+00:00,pull,10,0.0,student03
1,2026-07-29T21:37:14.873367+00:00,pull,10,0.11,student03
2,2026-07-29T21:37:14.984307+00:00,pull,10,0.219,student03
3,2026-07-29T21:37:15.090640+00:00,pull,10,0.313,student03
4,2026-07-29T21:37:15.185846+00:00,pull,10,0.422,student03
5,2026-07-29T21:37:15.300123+00:00,pull,10,0.532,student03
6,2026-07-29T21:37:15.410400+00:00,pull,10,0.641,student03
7,2026-07-29T21:37:15.520071+00:00,pull,10,0.75,student03
8,2026-07-29T21:37:15.624671+00:00,pull,10,0.86,student03
9,2026-07-29T21:37:15.725378+00:00,pull,10,0.953,student03
10,2026-07-29T21:37:15.823665+00:00,pull,10,1.047,student03
11,2026-07-29T21:37:15.916907+00:00,pull,10,1.141,student03
12,2026-07-29T21:37:16.013565+00:00,pull,10,1.25,student03
13,2026-07-29T21:37:16.123636+00:00,pull,10,1.36,student03
14,2026-07-29T21:37:16.239291+00:00,pull,10,1.469,student03
15,2026-07-29T21:37:16.338779+00:00,pull,10,1.563,student03
16,2026-07-29T21:37:16.434835+00:00,pull,10,1.657,student03
17,2026-07-29T21:37:16.526099+00:00,pull,10,1.75,student03
18,2026-07-29T21:37:16.623977+00:00,pull,10,1.86,student03
19,2026-07-29T21:37:16.739474+00:00,pull,10,1.969,student03
